"forest" "plot" "trait" "CWM" "CWV" "CWS" "CWK"
"145" "Fagus sylvatica" 52 "Thickness" -0.285287785415643 1.52610159836698 2.00052867708711 2.35165358277649
"146" "Fagus sylvatica" 53 "Thickness" -0.117931693135453 1.12736789937996 1.76909203460003 2.52841365554607
"147" "Fagus sylvatica" 54 "Thickness" -0.533297220740867 0.293700519121929 1.96939533934073 7.18053293067421
"148" "Mixed forest" 58 "Thickness" -0.107608043696204 0.711231300354918 1.13065586193208 2.8744824742354
"149" "Mixed forest" 59 "Thickness" 0.035768106877082 1.59478297773788 1.25303298263542 0.599462701796529
"150" "Mixed forest" 60 "Thickness" 0.13707516099264 0.563033436303813 1.4122791914452 4.80919878685285
"151" "Fagus sylvatica" 61 "Thickness" 0.488900903623163 2.51701086545232 0.645788340442198 -1.30866527326299
"152" "Fagus sylvatica" 62 "Thickness" 0.135977956380177 1.9197272871458 1.183029220608 -0.121918671565791
"153" "Fagus sylvatica" 63 "Thickness" 0.148729987708664 1.65594168206102 1.2412447153574 0.264433273033668
"154" "Fagus sylvatica" 64 "Thickness" -0.469846872454524 0.644042699623008 2.84669291354086 8.88451408382426
"155" "Fagus sylvatica" 65 "Thickness" -0.622252326261632 0.305374854217372 3.56065285705171 18.2594000320679
"156" "Mixed forest" 67 "Thickness" 0.114305287222444 0.72686041645352 1.39831851841009 3.46367468858254
"157" "Mixed forest" 68 "Thickness" -0.148647334207477 0.895095654429471 1.37736917888009 2.62284205442297
"158" "Mixed forest" 69 "Thickness" 0.112812574072212 0.141883534429613 -0.678616433281988 0.344838901999314
"159" "Mixed forest" 70 "Thickness" -0.070037061861347 0.778018703616543 1.33351252098724 3.1073364633591
"160" "Mixed forest" 71 "Thickness" 0.28783375369118 0.558301159772209 2.2012422950911 5.67039057336248
"161" "Quercus petraea" 80 "Thickness" -0.584128428716007 0.627056089784737 0.363446826274994 -1.59671399180082
"162" "Shrubland" 83 "Thickness" 0.110756205562508 0.486310491359782 1.21196413892757 2.7422524018794
"163" "Shrubland" 84 "Thickness" 0.372225974501218 0.402394091327432 0.0334867937073168 -0.613284562065997
"164" "Quercus petraea" 90 "Thickness" -0.542712281969772 0.614584430972678 0.247047391384187 -1.66316606530596
"165" "Quercus petraea" 91 "Thickness" -0.558205791930403 0.592823499737396 0.261007776512449 -1.63432910727707
"166" "Quercus petraea" 93 "Thickness" -0.787646140255213 0.527569240180069 0.829764235725392 -1.02031473046483
"167" "Shrubland" 95 "Thickness" 0.268930823273898 0.681482091230233 1.74509503830531 3.61123451674676
"168" "Shrubland" 96 "Thickness" 0.463077097374181 0.87629990910721 0.974721017040582 2.33886059667412
"169" "Quercus petraea" 102 "Thickness" 0.0815727095398982 0.197711004438918 -0.549071954816804 -1.58233106970565
"170" "Quercus petraea" 103 "Thickness" 0.0135527029685369 0.334522051546478 -0.920602898170461 -0.289890352896433
"171" "Quercus petraea" 104 "Thickness" -0.538868235618423 0.620271993699919 0.245837112100789 -1.66361002446338
"172" "Shrubland" 105 "Thickness" 0.0761052449240323 0.255744684342947 0.849068271485901 2.4179256543698
"173" "Shrubland" 106 "Thickness" 1.18970054228431 1.87013209413598 0.123896451829211 -0.940052111911287
"174" "Shrubland" 107 "Thickness" 0.678952593464863 2.33903426745614 0.42287967345671 -1.04939816452294
"175" "Quercus petraea" 113 "Thickness" 0.369438420013748 1.65402412939605 0.794523557040737 0.00663821363710415
"176" "Quercus petraea" 114 "Thickness" -0.237583735023956 0.61794167349696 0.218975961765744 0.672794534384154
"177" "Quercus petraea" 115 "Thickness" -0.0286733560035614 0.315136224063344 -0.868901286609548 -0.361284250074829
"178" "Shrubland" 116 "Thickness" 0.209440603107898 0.66043350227892 1.27624759010702 2.23248260230068
"179" "Shrubland" 117 "Thickness" 0.720868108890409 1.15218021142008 0.750618077901729 0.133826263841549
"180" "Shrubland" 118 "Thickness" 0.0523877029342524 1.09606253973738 0.964992994181114 1.1038901038108
"181" "Quercus pyrenaica" 1 "SDMC" -0.138656334887686 0.466091242247485 -1.4302148692865 3.64952036314016
"182" "Quercus pyrenaica" 2 "SDMC" 0.081960981721359 0.219200050457767 -1.01845139691278 4.32467174117534
"183" "Quercus pyrenaica" 3 "SDMC" -0.0470830112320454 0.266976342017362 -0.774587042505117 3.69390776063807
"184" "Quercus pyrenaica" 4 "SDMC" 0.123432760717695 0.339500497901346 -0.443875907853446 2.00842460052817
"185" "Quercus pyrenaica" 5 "SDMC" -0.228260614146853 0.550310026230397 -0.734689523958489 1.00433840677455
"186" "Quercus pyrenaica" 6 "SDMC" 0.0397958243247629 0.579253220730726 -0.800100787508563 1.05104146399019
"187" "Quercus pyrenaica" 7 "SDMC" -0.0256524205783388 0.384009021971905 -0.411769675523575 1.51052853932851
"188" "Quercus pyrenaica" 8 "SDMC" 0.0234856368948283 0.480503651163659 -2.57858821941227 9.25954268122293
"189" "Q. pyrenaica-F. sylvativa" 9 "SDMC" 0.280432654016618 0.192159651080527 -1.56252578456529 8.99426457243627
"190" "Q. pyrenaica-F. sylvativa" 10 "SDMC" 0.223579903040365 0.243011785379149 -2.61366589318666 15.0882119445208
"191" "Quercus pyrenaica" 12 "SDMC" -0.00628663138692665 0.337582802130022 -0.492915230594733 1.90550445786874
"192" "Q. pyrenaica-F. sylvativa" 14 "SDMC" 0.306285538200882 0.111805042564285 -0.36670561368503 0.247320943154609
"193" "Q. pyrenaica-F. sylvativa" 15 "SDMC" 0.269896641180259 0.170570522627765 -2.01232670441236 13.8895171909289
"194" "Q. pyrenaica-F. sylvativa" 16 "SDMC" 0.149435175548109 0.468538404908904 -2.11497234292074 7.26666350923063
"195" "Q. pyrenaica-F. sylvativa" 17 "SDMC" 0.0955075178497314 0.396602075352363 -1.5530017536873 5.15800661942656
"196" "Quercus pyrenaica" 20 "SDMC" -0.243748876535943 0.645758227904336 -1.52188830469725 3.26089442725033
"197" "Q. pyrenaica-F. sylvativa" 21 "SDMC" 0.316004930847977 0.126123006563157 -2.10557259000135 15.1294269130956
"198" "Q. pyrenaica-F. sylvativa" 22 "SDMC" 0.173365799225937 0.288536064026489 -1.98178369626384 8.75834137885469
"199" "Q. pyrenaica-F. sylvativa" 23 "SDMC" 0.110092325556994 0.294178736072169 -0.85180658826401 2.94022811813342
"200" "Q. pyrenaica-F. sylvativa" 33 "SDMC" 0.0981955677713813 0.476252086062197 -2.29758220637185 7.73789978272391
